"year","month","gov_gop","sen_gop","rep_gop","gov_dem","sen_dem","rep_dem","president","close","unemployment_rate"
1981,"Feb",24,53,196,27,46,246,"dem",NA,7.4
1981,"Mar",24,53,196,27,46,246,"dem",NA,7.4
1981,"Apr",24,53,196,27,46,246,"dem",NA,7.2
1981,"May",24,53,196,27,46,246,"dem",NA,7.5
1981,"Jun",24,53,196,27,46,246,"dem",NA,7.5
1981,"Jul",24,53,196,27,46,246,"dem",NA,7.2
1981,"Aug",24,53,196,27,46,246,"dem",NA,7.4
1981,"Sep",24,53,196,27,46,246,"dem",NA,7.6
1981,"Oct",24,53,196,27,46,246,"dem",NA,7.9
1981,"Nov",24,53,196,27,46,246,"dem",NA,8.3
1981,"Dec",24,53,196,27,46,246,"dem",NA,8.5
1982,"Jan",24,54,196,27,47,246,"dem",NA,8.6
1982,"Feb",24,54,196,27,47,246,"dem",NA,8.9
1982,"Mar",24,54,196,27,47,246,"dem",NA,9
1982,"Apr",24,54,196,27,47,246,"dem",NA,9.3
1982,"May",24,54,196,27,47,246,"dem",NA,9.4
1982,"Jun",24,54,196,27,47,246,"dem",NA,9.6
1982,"Jul",24,54,196,27,47,246,"dem",NA,9.8
1982,"Aug",24,54,196,27,47,246,"dem",NA,9.8
1982,"Sep",24,54,196,27,47,246,"dem",NA,10.1
1982,"Oct",24,54,196,27,47,246,"dem",NA,10.4
1982,"Nov",24,54,196,27,47,246,"dem",NA,10.8
1982,"Dec",24,54,196,27,47,246,"dem",NA,10.8
1983,"Jan",16,55,168,34,46,272,"dem",NA,10.4
1983,"Feb",16,55,168,34,46,272,"dem",NA,10.4
1983,"Mar",16,55,168,34,46,272,"dem",NA,10.3
1983,"Apr",16,55,168,34,46,271,"dem",NA,10.2
1983,"May",16,55,168,34,46,271,"dem",NA,10.1
1983,"Jun",16,55,168,34,46,271,"dem",NA,10.1
1983,"Jul",16,55,168,34,46,272,"dem",NA,9.4
1983,"Aug",16,55,168,34,46,272,"dem",NA,9.5
1983,"Sep",16,55,168,34,46,272,"dem",NA,9.2
1983,"Oct",16,55,168,34,46,272,"dem",NA,8.8
1983,"Nov",16,55,168,34,46,272,"dem",NA,8.5
1983,"Dec",16,55,168,34,46,272,"dem",NA,8.3
1984,"Jan",16,55,168,34,45,271,"dem",NA,8
1984,"Feb",16,55,168,34,45,271,"dem",NA,7.8
1984,"Mar",15,55,168,34,45,271,"dem",NA,7.8
1984,"Apr",15,55,168,34,45,271,"dem",NA,7.7
1984,"May",15,55,168,35,45,271,"dem",NA,7.4
1984,"Jun",15,55,168,35,45,271,"dem",NA,7.2
1984,"Jul",15,55,168,35,45,271,"dem",NA,7.5
1984,"Aug",15,55,168,35,45,271,"dem",NA,7.5
1984,"Sep",15,55,168,35,45,271,"dem",NA,7.3
1984,"Oct",15,55,168,35,45,271,"dem",NA,7.4
1984,"Nov",15,55,168,35,45,271,"dem",NA,7.2
1984,"Dec",15,55,168,35,45,271,"dem",NA,7.3
1985,"Jan",16,53,183,34,47,257,"dem",NA,7.3
1985,"Feb",16,53,183,34,47,257,"dem",NA,7.2
1985,"Mar",16,53,183,34,47,257,"dem",NA,7.2
1985,"Apr",16,53,183,34,47,257,"dem",NA,7.3
1985,"May",16,53,183,34,47,257,"dem",NA,7.2
1985,"Jun",16,53,183,34,47,257,"dem",NA,7.4
1985,"Jul",16,53,183,34,47,257,"dem",NA,7.4
1985,"Aug",16,53,183,34,47,257,"dem",NA,7.1
1985,"Sep",16,53,183,34,47,257,"dem",NA,7.1
1985,"Oct",16,53,183,34,47,257,"dem",NA,7.1
1985,"Nov",16,53,183,34,47,257,"dem",NA,7
1985,"Dec",16,53,183,34,47,257,"dem",NA,7
1986,"Jan",16,53,183,34,48,257,"dem",NA,6.7
1986,"Feb",16,53,183,34,48,257,"dem",NA,7.2
1986,"Mar",16,53,183,34,48,257,"dem",NA,7.2
1986,"Apr",16,53,183,34,48,257,"dem",NA,7.1
1986,"May",16,53,183,34,48,257,"dem",NA,7.2
1986,"Jun",16,53,183,34,48,257,"dem",NA,7.2
1986,"Jul",16,54,183,34,48,257,"dem",NA,7
1986,"Aug",16,54,183,34,48,257,"dem",NA,6.9
1986,"Sep",16,54,183,34,48,257,"dem",NA,7
1986,"Oct",16,54,183,34,48,257,"dem",NA,7
1986,"Nov",16,54,183,34,48,257,"dem",NA,6.9
1986,"Dec",16,54,183,34,48,257,"dem",NA,6.6
1987,"Jan",24,46,179,27,55,262,"dem",NA,6.6
1987,"Feb",24,46,179,27,55,262,"dem",NA,6.6
1987,"Mar",24,46,179,27,55,262,"dem",NA,6.6
1987,"Apr",24,46,179,27,55,262,"dem",NA,6.3
1987,"May",24,46,179,27,55,262,"dem",NA,6.3
1987,"Jun",24,46,179,27,55,262,"dem",NA,6.2
1987,"Jul",24,46,179,27,55,262,"dem",NA,6.1
1987,"Aug",24,46,179,27,55,262,"dem",NA,6
1987,"Sep",24,46,179,27,55,262,"dem",NA,5.9
1987,"Oct",24,46,179,27,55,262,"dem",NA,6
1987,"Nov",24,46,179,27,55,262,"dem",NA,5.8
1987,"Dec",24,46,179,27,55,262,"dem",NA,5.7
1988,"Jan",24,46,179,28,54,262,"dem",NA,5.7
1988,"Feb",24,46,179,28,54,262,"dem",NA,5.7
1988,"Mar",25,46,179,28,54,262,"dem",NA,5.7
1988,"Apr",24,46,179,28,54,262,"dem",NA,5.4
1988,"May",24,46,179,28,54,262,"dem",NA,5.6
1988,"Jun",24,46,179,28,54,262,"dem",NA,5.4
1988,"Jul",24,46,178,28,54,262,"dem",NA,5.4
1988,"Aug",24,46,178,28,54,262,"dem",NA,5.6
1988,"Sep",24,46,178,28,54,262,"dem",NA,5.4
1988,"Oct",24,46,178,28,54,262,"dem",NA,5.4
1988,"Nov",24,46,179,28,54,262,"dem",NA,5.3
1988,"Dec",24,46,179,28,54,262,"dem",NA,5.3
1989,"Jan",23,46,178,29,55,264,"dem",NA,5.4
1989,"Feb",23,46,178,29,55,264,"dem",NA,5.2
1989,"Mar",23,46,178,29,55,264,"dem",NA,5
1989,"Apr",23,46,178,29,55,264,"dem",NA,5.2
1989,"May",23,46,178,29,55,264,"dem",NA,5.2
1989,"Jun",23,46,178,29,55,262,"dem",NA,5.3
1989,"Jul",23,46,178,29,55,261,"dem",NA,5.2
1989,"Aug",23,46,178,29,55,261,"dem",NA,5.2
1989,"Sep",23,46,178,29,55,261,"dem",NA,5.3
1989,"Oct",23,46,178,29,55,261,"dem",NA,5.3
1989,"Nov",23,46,178,29,55,261,"dem",NA,5.4
1989,"Dec",23,46,178,29,55,261,"dem",NA,5.4
1990,"Jan",22,46,176,30,55,258,"dem",NA,5.4
1990,"Feb",22,46,176,30,55,258,"dem",NA,5.3
1990,"Mar",22,46,176,30,55,258,"dem",NA,5.2
1990,"Apr",22,46,176,30,55,258,"dem",NA,5.4
1990,"May",22,46,176,30,55,257,"dem",NA,5.4
1990,"Jun",22,46,176,30,56,257,"dem",NA,5.2
1990,"Jul",22,46,176,30,56,257,"dem",NA,5.5
1990,"Aug",22,46,176,30,56,257,"dem",NA,5.7
1990,"Sep",22,46,176,30,56,257,"dem",NA,5.9
1990,"Oct",22,46,176,30,56,258,"dem",NA,5.9
1990,"Nov",22,46,176,30,56,259,"dem",NA,6.2
1990,"Dec",22,46,176,30,56,259,"dem",NA,6.3
1991,"Jan",20,45,168,29,57,269,"dem",NA,6.4
1991,"Feb",20,45,168,29,57,269,"dem",NA,6.6
1991,"Mar",21,45,166,28,57,269,"dem",NA,6.8
1991,"Apr",21,45,166,28,57,269,"dem",NA,6.7
1991,"May",21,45,166,28,57,268,"dem",NA,6.9
1991,"Jun",21,45,166,28,57,268,"dem",NA,6.9
1991,"Jul",21,45,166,28,57,268,"dem",NA,6.8
1991,"Aug",21,45,166,29,57,268,"dem",NA,6.9
1991,"Sep",21,45,166,29,57,268,"dem",NA,6.9
1991,"Oct",21,45,166,29,57,268,"dem",NA,7
1991,"Nov",21,45,167,29,57,269,"dem",NA,7
1991,"Dec",21,45,167,29,57,269,"dem",NA,7.3
1992,"Jan",20,43,166,27,58,268,"dem",NA,7.3
1992,"Feb",20,43,166,27,58,268,"dem",NA,7.4
1992,"Mar",20,43,166,28,58,268,"dem",NA,7.4
1992,"Apr",20,43,166,28,58,268,"dem",NA,7.4
1992,"May",20,43,166,28,58,268,"dem",NA,7.6
1992,"Jun",20,43,166,28,58,268,"dem",NA,7.8
1992,"Jul",20,43,166,28,58,268,"dem",NA,7.7
1992,"Aug",20,43,166,28,58,268,"dem",NA,7.6
1992,"Sep",20,43,166,28,58,268,"dem",NA,7.6
1992,"Oct",20,43,166,28,59,268,"dem",NA,7.3
1992,"Nov",20,43,166,28,60,270,"dem",NA,7.4
1992,"Dec",20,43,166,28,60,270,"dem",NA,7.4
1993,"Jan",18,46,175,30,57,255,"dem",NA,7.3
1993,"Feb",18,46,175,30,57,255,"dem",NA,7.1
1993,"Mar",18,46,175,30,57,255,"dem",NA,7
1993,"Apr",18,46,175,30,57,256,"dem",NA,7.1
1993,"May",17,46,177,31,57,257,"dem",NA,7.1
1993,"Jun",17,46,178,31,57,258,"dem",NA,7
1993,"Jul",17,46,178,31,57,258,"dem",NA,6.9
1993,"Aug",17,46,178,31,57,258,"dem",NA,6.8
1993,"Sep",17,46,178,31,57,258,"dem",NA,6.7
1993,"Oct",17,46,178,31,57,258,"dem",NA,6.8
1993,"Nov",17,46,178,31,57,258,"dem",NA,6.6
1993,"Dec",17,46,178,31,57,258,"dem",NA,6.5
1994,"Jan",19,48,178,28,54,257,"dem",NA,6.6
1994,"Feb",19,48,178,28,54,257,"dem",NA,6.6
1994,"Mar",19,48,178,28,54,257,"dem",NA,6.5
1994,"Apr",19,48,178,28,54,256,"dem",NA,6.4
1994,"May",19,48,178,28,54,256,"dem",NA,6.1
1994,"Jun",19,48,178,28,54,256,"dem",NA,6.1
1994,"Jul",19,48,178,28,54,256,"dem",NA,6.1
1994,"Aug",19,48,178,28,54,256,"dem",NA,6
1994,"Sep",19,48,178,28,54,256,"dem",NA,5.9
1994,"Oct",19,48,178,28,54,256,"dem",NA,5.8
1994,"Nov",19,48,178,28,54,256,"dem",NA,5.6
1994,"Dec",19,48,178,28,54,256,"dem",NA,5.5
1995,"Jan",30,54,235,20,46,199,"dem",NA,5.6
1995,"Feb",30,54,235,20,46,199,"dem",NA,5.4
1995,"Mar",30,54,235,20,46,199,"dem",NA,5.4
1995,"Apr",30,54,235,20,46,199,"dem",NA,5.8
1995,"May",30,54,235,20,46,199,"dem",NA,5.6
1995,"Jun",30,54,235,20,46,199,"dem",NA,5.6
1995,"Jul",30,54,235,20,46,199,"dem",NA,5.7
1995,"Aug",30,54,235,20,46,199,"dem",NA,5.7
1995,"Sep",30,54,235,20,46,199,"dem",NA,5.6
1995,"Oct",30,54,235,20,46,199,"dem",NA,5.5
1995,"Nov",30,54,235,20,46,199,"dem",NA,5.6
1995,"Dec",30,54,235,20,46,199,"dem",NA,5.6
1996,"Jan",31,54,236,19,47,196,"dem",NA,5.6
1996,"Feb",31,54,236,19,47,196,"dem",NA,5.5
1996,"Mar",31,54,236,19,47,195,"dem",NA,5.5
1996,"Apr",31,54,236,19,47,196,"dem",NA,5.6
1996,"May",31,54,236,19,47,197,"dem",NA,5.6
1996,"Jun",31,54,236,19,47,198,"dem",NA,5.3
1996,"Jul",32,54,235,19,47,198,"dem",NA,5.5
1996,"Aug",32,54,235,19,47,198,"dem",NA,5.1
1996,"Sep",32,54,235,19,47,198,"dem",NA,5.2
1996,"Oct",32,54,235,19,47,198,"dem",NA,5.2
1996,"Nov",32,55,235,19,47,198,"dem",NA,5.4
1996,"Dec",32,55,235,19,47,198,"dem",NA,5.4
1997,"Jan",32,55,227,18,45,207,"dem",NA,5.3
1997,"Feb",32,55,227,18,45,207,"dem",NA,5.2
1997,"Mar",32,55,227,18,45,207,"dem",NA,5.2
1997,"Apr",32,55,227,18,45,207,"dem",NA,5.1
1997,"May",32,55,228,18,45,207,"dem",NA,4.9
1997,"Jun",32,55,228,18,45,207,"dem",NA,5
1997,"Jul",32,55,228,18,45,207,"dem",NA,4.9
1997,"Aug",33,55,228,18,45,207,"dem",NA,4.8
1997,"Sep",34,55,228,18,45,207,"dem",NA,4.9
1997,"Oct",34,55,228,18,45,207,"dem",NA,4.7
1997,"Nov",34,55,229,18,45,207,"dem",NA,4.6
1997,"Dec",34,55,229,18,45,207,"dem",NA,4.7
1998,"Jan",32,55,227,18,45,203,"dem",NA,4.6
1998,"Feb",32,55,227,18,45,203,"dem",NA,4.6
1998,"Mar",32,55,227,18,45,204,"dem",NA,4.7
1998,"Apr",32,55,227,18,45,205,"dem",NA,4.3
1998,"May",32,55,227,18,45,205,"dem",NA,4.4
1998,"Jun",32,55,227,18,45,206,"dem",NA,4.5
1998,"Jul",32,55,228,18,45,206,"dem",NA,4.5
1998,"Aug",32,55,228,18,45,206,"dem",NA,4.5
1998,"Sep",32,55,228,18,45,206,"dem",NA,4.6
1998,"Oct",32,55,228,18,45,206,"dem",NA,4.5
1998,"Nov",32,55,228,18,45,206,"dem",NA,4.4
1998,"Dec",32,55,228,18,45,206,"dem",NA,4.4
1999,"Jan",31,55,223,17,45,210,"dem",NA,4.3
1999,"Feb",31,55,223,17,45,210,"dem",NA,4.4
1999,"Mar",31,55,222,17,45,210,"dem",NA,4.2
1999,"Apr",31,55,222,17,45,210,"dem",NA,4.3
1999,"May",31,55,222,17,45,210,"dem",NA,4.2
1999,"Jun",31,55,223,17,45,210,"dem",NA,4.3
1999,"Jul",31,55,223,17,45,210,"dem",NA,4.3
1999,"Aug",31,55,223,17,45,210,"dem",NA,4.2
1999,"Sep",31,55,223,17,45,210,"dem",NA,4.2
1999,"Oct",31,55,223,17,45,210,"dem",NA,4.1
1999,"Nov",31,56,223,17,45,211,"dem",NA,4.1
1999,"Dec",31,56,223,17,45,211,"dem",NA,4
2000,"Jan",30,55,223,18,45,210,"dem",NA,4
2000,"Feb",30,55,223,18,45,210,"dem",NA,4.1
2000,"Mar",30,55,223,18,45,210,"dem",NA,4
2000,"Apr",30,55,223,18,45,210,"dem",NA,3.8
2000,"May",30,55,223,18,45,210,"dem",NA,4
2000,"Jun",30,55,223,18,45,210,"dem",NA,4
2000,"Jul",30,55,223,18,45,210,"dem",NA,4
2000,"Aug",30,55,223,18,46,210,"dem",NA,4.1
2000,"Sep",30,55,223,18,46,210,"dem",NA,3.9
2000,"Oct",30,55,223,18,46,210,"dem",NA,3.9
2000,"Nov",30,55,223,19,46,210,"dem",NA,3.9
2000,"Dec",30,55,223,19,46,210,"dem",NA,3.9
2001,"Jan",29,49,220,19,50,211,"dem",NA,4.2
2001,"Feb",29,49,220,19,50,211,"dem",NA,4.2
2001,"Mar",29,49,220,19,50,211,"dem",NA,4.3
2001,"Apr",29,49,220,19,50,210,"dem",NA,4.4
2001,"May",29,49,220,19,50,210,"dem",NA,4.3
2001,"Jun",29,49,221,19,50,210,"dem",NA,4.5
2001,"Jul",29,49,222,19,50,210,"dem",NA,4.6
2001,"Aug",29,49,222,19,50,210,"dem",NA,4.9
2001,"Sep",29,49,222,19,50,210,"dem",NA,5
2001,"Oct",30,49,222,19,50,210,"dem",NA,5.3
2001,"Nov",30,49,223,19,50,211,"dem",NA,5.5
2001,"Dec",30,49,223,19,50,211,"dem",NA,5.7
2002,"Jan",27,50,221,21,50,211,"dem",NA,5.7
2002,"Feb",27,50,221,21,50,211,"dem",NA,5.7
2002,"Mar",27,50,222,21,50,211,"dem",NA,5.7
2002,"Apr",27,50,222,21,50,211,"dem",NA,5.9
2002,"May",27,50,222,21,50,211,"dem",NA,5.8
2002,"Jun",27,50,222,21,50,211,"dem",NA,5.8
2002,"Jul",27,50,222,21,50,211,"dem",NA,5.8
2002,"Aug",27,50,222,21,50,211,"dem",NA,5.7
2002,"Sep",27,50,222,21,50,211,"dem",NA,5.7
2002,"Oct",27,50,222,21,50,211,"dem",NA,5.7
2002,"Nov",27,50,222,21,50,211,"dem",NA,5.9
2002,"Dec",27,50,222,21,50,211,"dem",NA,6
2003,"Jan",26,51,231,24,48,203,"dem",NA,5.8
2003,"Feb",26,51,231,24,48,203,"dem",NA,5.9
2003,"Mar",26,51,231,24,48,203,"dem",NA,5.9
2003,"Apr",26,51,231,24,48,203,"dem",NA,6
2003,"May",26,51,231,24,48,203,"dem",NA,6.1
2003,"Jun",26,51,231,24,48,203,"dem",NA,6.3
2003,"Jul",26,51,231,24,48,203,"dem",NA,6.2
2003,"Aug",26,51,231,24,48,203,"dem",NA,6.1
2003,"Sep",26,51,231,25,48,203,"dem",NA,6.1
2003,"Oct",26,51,231,25,48,203,"dem",NA,6
2003,"Nov",27,51,231,25,48,203,"dem",NA,5.8
2003,"Dec",27,51,231,25,48,203,"dem",NA,5.7
2004,"Jan",28,51,229,22,48,203,"dem",NA,5.7
2004,"Feb",28,51,229,22,48,203,"dem",NA,5.6
2004,"Mar",28,51,229,22,48,204,"dem",NA,5.8
2004,"Apr",28,51,229,22,48,204,"dem",NA,5.6
2004,"May",28,51,229,22,48,204,"dem",NA,5.6
2004,"Jun",28,51,229,22,48,204,"dem",NA,5.6
2004,"Jul",29,51,229,22,48,204,"dem",NA,5.5
2004,"Aug",29,51,229,22,48,205,"dem",NA,5.4
2004,"Sep",29,51,229,22,48,205,"dem",NA,5.4
2004,"Oct",29,51,229,22,48,205,"dem",NA,5.5
2004,"Nov",29,51,229,23,48,205,"dem",NA,5.4
2004,"Dec",29,51,229,23,48,205,"dem",NA,5.4
2005,"Jan",28,54,232,22,45,201,"dem",NA,5.3
2005,"Feb",28,54,232,22,45,201,"dem",NA,5.4
2005,"Mar",28,54,232,22,45,202,"dem",NA,5.2
2005,"Apr",28,54,232,22,45,202,"dem",NA,5.2
2005,"May",28,54,231,22,45,202,"dem",NA,5.1
2005,"Jun",28,54,231,22,45,202,"dem",NA,5
2005,"Jul",28,54,231,22,45,202,"dem",NA,5
2005,"Aug",28,54,231,22,45,202,"dem",NA,4.9
2005,"Sep",28,54,232,22,45,202,"dem",NA,5
2005,"Oct",28,54,232,22,45,202,"dem",NA,5
2005,"Nov",28,54,232,22,45,202,"dem",NA,5
2005,"Dec",28,54,232,22,45,202,"dem",NA,4.9
2006,"Jan",28,54,231,22,45,201,"dem",NA,4.7
2006,"Feb",28,54,231,22,45,201,"dem",NA,4.8
2006,"Mar",28,54,231,22,45,201,"dem",NA,4.7
2006,"Apr",28,54,231,22,45,201,"dem",NA,4.7
2006,"May",28,54,231,22,45,201,"dem",NA,4.6
2006,"Jun",28,54,231,22,45,201,"dem",NA,4.6
2006,"Jul",28,54,231,22,45,201,"dem",NA,4.7
2006,"Aug",28,54,231,22,45,201,"dem",NA,4.7
2006,"Sep",28,54,231,22,45,201,"dem",NA,4.5
2006,"Oct",28,54,231,22,45,201,"dem",NA,4.4
2006,"Nov",28,54,232,22,45,202,"dem",NA,4.5
2006,"Dec",28,54,232,22,45,202,"dem",NA,4.4
2007,"Jan",22,48,201,28,50,233,"dem",NA,4.6
2007,"Feb",22,48,201,28,50,233,"dem",NA,4.5
2007,"Mar",22,48,201,28,50,233,"dem",NA,4.4
2007,"Apr",22,48,201,28,50,233,"dem",NA,4.5
2007,"May",22,48,201,28,50,232,"dem",NA,4.4
2007,"Jun",22,47,201,28,50,232,"dem",NA,4.6
2007,"Jul",22,48,201,28,50,232,"dem",NA,4.7
2007,"Aug",22,48,202,28,50,232,"dem",NA,4.6
2007,"Sep",22,48,202,28,50,233,"dem",NA,4.7
2007,"Oct",22,48,202,28,50,233,"dem",NA,4.7
2007,"Nov",22,48,202,28,50,234,"dem",NA,4.7
2007,"Dec",22,48,202,28,50,234,"dem",NA,5
2008,"Jan",22,48,198,28,50,231,"dem",NA,5
2008,"Feb",22,48,198,28,50,231,"dem",NA,4.9
2008,"Mar",22,48,198,28,50,233,"dem",NA,5.1
2008,"Apr",22,48,198,28,50,234,"dem",NA,5
2008,"May",22,48,199,28,50,235,"dem",NA,5.4
2008,"Jun",22,48,199,28,50,235,"dem",NA,5.6
2008,"Jul",22,48,199,28,50,236,"dem",NA,5.8
2008,"Aug",22,48,199,28,50,236,"dem",NA,6.1
2008,"Sep",22,48,199,28,50,236,"dem",NA,6.1
2008,"Oct",22,48,199,28,50,236,"dem",NA,6.5
2008,"Nov",22,48,199,28,50,236,"dem",NA,6.8
2008,"Dec",22,48,199,28,50,236,"dem",NA,7.3
2009,"Jan",22,40,179,28,57,254,"dem",NA,7.8
2009,"Feb",22,40,179,28,57,254,"dem",NA,8.3
2009,"Mar",22,40,179,28,57,253,"dem",NA,8.7
2009,"Apr",22,40,179,28,57,254,"dem",NA,9
2009,"May",22,40,179,28,57,255,"dem",NA,9.4
2009,"Jun",22,40,179,28,57,255,"dem",NA,9.5
2009,"Jul",22,40,179,28,58,254,"dem",NA,9.5
2009,"Aug",24,40,179,28,58,255,"dem",NA,9.6
2009,"Sep",24,41,179,28,58,255,"dem",NA,9.8
2009,"Oct",24,41,179,28,59,255,"dem",NA,10
2009,"Nov",24,41,179,28,59,257,"dem",NA,9.9
2009,"Dec",24,41,179,28,59,257,"dem",NA,9.9
2010,"Jan",24,41,178,26,57,255,"dem",NA,9.8
2010,"Feb",24,41,178,26,57,255,"dem",NA,9.8
2010,"Mar",24,41,178,26,57,253,"dem",NA,9.9
2010,"Apr",24,41,177,26,57,254,"dem",NA,9.9
2010,"May",24,41,177,26,57,254,"dem",NA,9.6
2010,"Jun",24,41,178,26,57,255,"dem",NA,9.4
2010,"Jul",24,41,178,26,56,255,"dem",NA,9.4
2010,"Aug",24,41,178,26,57,255,"dem",NA,9.5
2010,"Sep",24,41,178,26,57,255,"dem",NA,9.5
2010,"Oct",24,41,178,26,57,255,"dem",NA,9.4
2010,"Nov",24,41,178,27,59,255,"dem",NA,9.8
2010,"Dec",24,41,178,27,59,255,"dem",NA,9.3
2011,"Jan",29,47,241,21,51,193,"dem",NA,9.2
2011,"Feb",29,47,241,21,51,193,"dem",NA,9
2011,"Mar",29,47,241,21,51,192,"dem",NA,9
2011,"Apr",29,47,241,21,51,192,"dem",NA,9.1
2011,"May",29,47,240,21,51,192,"dem",NA,9
2011,"Jun",29,47,240,21,51,193,"dem",NA,9.1
2011,"Jul",29,47,240,21,51,192,"dem",NA,9
2011,"Aug",29,47,240,21,51,193,"dem",NA,9
2011,"Sep",29,47,242,21,51,193,"dem",NA,9
2011,"Oct",29,47,242,21,51,193,"dem",NA,8.8
2011,"Nov",29,47,242,21,51,193,"dem",NA,8.6
2011,"Dec",29,47,242,21,51,193,"dem",NA,8.5
2012,"Jan",29,47,242,21,51,192,"dem",NA,8.3
2012,"Feb",29,47,242,21,51,192,"dem",NA,8.3
2012,"Mar",29,47,242,21,51,191,"dem",NA,8.2
2012,"Apr",29,47,242,21,51,190,"dem",NA,8.2
2012,"May",29,47,242,21,51,190,"dem",NA,8.2
2012,"Jun",29,47,242,21,51,191,"dem",NA,8.2
2012,"Jul",29,47,242,21,51,191,"dem",NA,8.2
2012,"Aug",29,47,242,21,51,191,"dem",NA,8
2012,"Sep",29,47,242,21,51,191,"dem",NA,7.8
2012,"Oct",29,47,242,21,51,191,"dem",NA,7.8
2012,"Nov",29,47,243,21,51,194,"dem",NA,7.7
2012,"Dec",29,47,243,21,51,194,"dem",NA,7.9
2013,"Jan",30,45,232,20,53,200,"dem",NA,8
2013,"Feb",30,45,232,20,53,200,"dem",NA,7.7
2013,"Mar",30,45,232,20,53,200,"dem",NA,7.5
2013,"Apr",30,45,232,20,53,201,"dem",NA,7.6
2013,"May",30,45,233,20,53,201,"dem",NA,7.5
2013,"Jun",30,46,234,20,52,201,"dem",NA,7.5
2013,"Jul",30,46,234,20,52,201,"dem",NA,7.3
2013,"Aug",30,46,234,20,53,201,"dem",NA,7.2
2013,"Sep",30,46,234,20,53,201,"dem",NA,7.2
2013,"Oct",30,46,234,20,53,201,"dem",NA,7.2
2013,"Nov",30,46,234,20,54,201,"dem",NA,7
2013,"Dec",30,46,234,20,54,201,"dem",NA,6.7
2014,"Jan",29,45,232,21,53,200,"dem",NA,6.6
2014,"Feb",29,45,232,21,53,200,"dem",NA,6.7
2014,"Mar",29,45,233,21,53,199,"dem",NA,6.6
2014,"Apr",29,45,233,21,53,199,"dem",NA,6.2
2014,"May",29,45,233,21,53,199,"dem",NA,6.3
2014,"Jun",29,45,233,21,53,199,"dem",NA,6.1
2014,"Jul",29,45,234,21,53,199,"dem",NA,6.2
2014,"Aug",29,45,234,21,53,199,"dem",NA,6.1
2014,"Sep",29,45,234,21,53,199,"dem",NA,5.9
2014,"Oct",29,45,234,21,53,199,"dem",NA,5.7
2014,"Nov",29,45,235,21,53,201,"dem",NA,5.8
2014,"Dec",29,45,235,21,53,201,"dem",NA,5.6
2015,"Jan",31,54,245,18,44,188,"dem",NA,5.7
2015,"Feb",31,54,245,18,44,188,"dem",NA,5.5
2015,"Mar",31,54,245,18,44,188,"dem",NA,5.5
2015,"Apr",31,54,244,18,44,188,"dem",NA,5.4
2015,"May",31,54,245,18,44,188,"dem",NA,5.5
2015,"Jun",31,54,246,18,44,188,"dem",NA,5.3
